fuel,x,y,passenger_loc_x,passenger_loc_y,passenger_dest_x,passenger_dest_y,passenger
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,1.0,
0.0,0.0,0.0,1.0,1.0,1.0,0.0,
0.0,0.0,0.0,0.0,1.0,0.0,1.0,
0.0,,,,,,,
0.0,,,,,,,
0.0,,,,,,,
0.0,,,,,,,
0.0,,,,,,,
0.0,,,,,,,
